cycle,state,modeldate,candidate_name,pct_estimate
2020,New Hampshire,11/3/2020,Donald Trump,42.7887
2020,Nevada,11/3/2020,Donald Trump,44.32982
2020,Nebraska,11/3/2020,Donald Trump,51.74755
2020,National,11/3/2020,Donald Trump,43.39262
2020,NE-2,11/3/2020,Donald Trump,46.08874
2020,NE-1,11/3/2020,Donald Trump,49.43981
2020,Montana,11/3/2020,Donald Trump,49.74744
2020,Missouri,11/3/2020,Donald Trump,51.47853
2020,Mississippi,11/3/2020,Donald Trump,55.39824
2020,Minnesota,11/3/2020,Donald Trump,42.63638
2020,Michigan,11/3/2020,Donald Trump,43.20577
2020,Massachusetts,11/3/2020,Donald Trump,28.56164
2020,Maryland,11/3/2020,Donald Trump,31.55125
2020,Maine,11/3/2020,Donald Trump,40.3441
2020,ME-2,11/3/2020,Donald Trump,46.22057
2020,ME-1,11/3/2020,Donald Trump,37.06219
2020,Louisiana,11/3/2020,Donald Trump,57.52434
2020,Kentucky,11/3/2020,Donald Trump,55.4626
2020,Kansas,11/3/2020,Donald Trump,53.79849
2020,Iowa,11/3/2020,Donald Trump,47.63221
2020,Indiana,11/3/2020,Donald Trump,52.81413
2020,Illinois,11/3/2020,Donald Trump,39.00851
2020,Idaho,11/3/2020,Donald Trump,56.15257
2020,Hawaii,11/3/2020,Donald Trump,29.20069
2020,Georgia,11/3/2020,Donald Trump,47.32513
2020,Florida,11/3/2020,Donald Trump,46.68101
2020,District of Columbia,11/3/2020,Donald Trump,5.640251
2020,Delaware,11/3/2020,Donald Trump,34.0928
2020,Connecticut,11/3/2020,Donald Trump,31.95554
2020,Colorado,11/3/2020,Donald Trump,41.00156
2020,California,11/3/2020,Donald Trump,32.28521
2020,Arkansas,11/3/2020,Donald Trump,58.39097
2020,Arizona,11/3/2020,Donald Trump,46.11074
2020,Alaska,11/3/2020,Donald Trump,50.99835
2020,Alabama,11/3/2020,Donald Trump,57.36153
2020,Wyoming,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.50453
2020,Wisconsin,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.40954
2020,West Virginia,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.02978
2020,Washington,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.86575
2020,Virginia,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.97652
2020,Vermont,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.37617
2020,Utah,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.11269
2020,Texas,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.17264
2020,Tennessee,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.18265
2020,South Dakota,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.4781
2020,South Carolina,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.9861
2020,Rhode Island,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.53327
2020,Pennsylvania,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.30695
2020,Oregon,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.69375
2020,Oklahoma,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.25494
2020,Ohio,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.27955
2020,North Dakota,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.35094
2020,North Carolina,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.24164
2020,New York,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.92811
2020,New Mexico,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.60177
2020,New Jersey,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.02703
2020,New Hampshire,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.03772
2020,Nevada,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.07674
2020,Nebraska,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.608
2020,National,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.30486
2020,NE-2,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.89592
2020,NE-1,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,38.57381
2020,Montana,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.97254
2020,Missouri,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.17624
2020,Mississippi,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.23204
2020,Minnesota,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.21312
2020,Michigan,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.29144
2020,Massachusetts,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.50556
2020,Maryland,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.13566
2020,Maine,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.14315
2020,ME-2,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.34843
2020,ME-1,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.28403
2020,Louisiana,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.18752
2020,Kentucky,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.96446
2020,Kansas,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.99232
2020,Iowa,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.25665
2020,Indiana,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.15548
2020,Illinois,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.15325
2020,Idaho,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.06134
2020,Hawaii,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.3918
2020,Georgia,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.31809
2020,Florida,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.3083
2020,District of Columbia,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.45556
2020,Delaware,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,38.60365
2020,Connecticut,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.75565
2020,Colorado,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.1057
2020,California,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.66637
2020,Arkansas,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.19312
2020,Arizona,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.21066
2020,Alaska,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,39.83746
2020,Alabama,11/3/2020,Convention Bounce for Joseph R. Biden Jr.,40.08093
2020,Wyoming,11/3/2020,Convention Bounce for Donald Trump,39.51935
2020,Wisconsin,11/3/2020,Convention Bounce for Donald Trump,40.40381
2020,West Virginia,11/3/2020,Convention Bounce for Donald Trump,40.081
2020,Washington,11/3/2020,Convention Bounce for Donald Trump,40.0019
2020,Virginia,11/3/2020,Convention Bounce for Donald Trump,40.30394
2020,Vermont,11/3/2020,Convention Bounce for Donald Trump,39.50205
2020,Utah,11/3/2020,Convention Bounce for Donald Trump,40.34652
2020,Texas,11/3/2020,Convention Bounce for Donald Trump,40.27582
2020,Tennessee,11/3/2020,Convention Bounce for Donald Trump,40.27189
2020,South Dakota,11/3/2020,Convention Bounce for Donald Trump,39.47803
2020,South Carolina,11/3/2020,Convention Bounce for Donald Trump,40.24255
2020,Rhode Island,11/3/2020,Convention Bounce for Donald Trump,39.62259
2020,Pennsylvania,11/3/2020,Convention Bounce for Donald Trump,40.39884
2020,Oregon,11/3/2020,Convention Bounce for Donald Trump,39.77007
2020,Oklahoma,11/3/2020,Convention Bounce for Donald Trump,39.18461
2020,Ohio,11/3/2020,Convention Bounce for Donald Trump,40.24467
2020,North Dakota,11/3/2020,Convention Bounce for Donald Trump,39.47752
2020,North Carolina,11/3/2020,Convention Bounce for Donald Trump,40.31876
2020,New York,11/3/2020,Convention Bounce for Donald Trump,40.06224
2020,New Mexico,11/3/2020,Convention Bounce for Donald Trump,39.7568
2020,New Jersey,11/3/2020,Convention Bounce for Donald Trump,40.18219
2020,New Hampshire,11/3/2020,Convention Bounce for Donald Trump,40.18206
2020,Nevada,11/3/2020,Convention Bounce for Donald Trump,39.93835
2020,Nebraska,11/3/2020,Convention Bounce for Donald Trump,39.69557
2020,National,11/3/2020,Convention Bounce for Donald Trump,40.50119
2020,NE-2,11/3/2020,Convention Bounce for Donald Trump,40.07888
2020,NE-1,11/3/2020,Convention Bounce for Donald Trump,41.43543
2020,Montana,11/3/2020,Convention Bounce for Donald Trump,40.52967
2020,Missouri,11/3/2020,Convention Bounce for Donald Trump,40.31289
2020,Mississippi,11/3/2020,Convention Bounce for Donald Trump,40.42194
2020,Minnesota,11/3/2020,Convention Bounce for Donald Trump,40.22359
2020,Michigan,11/3/2020,Convention Bounce for Donald Trump,40.38546
2020,Massachusetts,11/3/2020,Convention Bounce for Donald Trump,40.37843
2020,Maryland,11/3/2020,Convention Bounce for Donald Trump,40.47613
2020,Maine,11/3/2020,Convention Bounce for Donald Trump,40.29552
2020,ME-2,11/3/2020,Convention Bounce for Donald Trump,40.66814
2020,ME-1,11/3/2020,Convention Bounce for Donald Trump,40.67211
2020,Louisiana,11/3/2020,Convention Bounce for Donald Trump,40.64365
2020,Kentucky,11/3/2020,Convention Bounce for Donald Trump,40.27387
2020,Kansas,11/3/2020,Convention Bounce for Donald Trump,39.99897
2020,Iowa,11/3/2020,Convention Bounce for Donald Trump,40.3964
2020,Indiana,11/3/2020,Convention Bounce for Donald Trump,40.13688
2020,Illinois,11/3/2020,Convention Bounce for Donald Trump,40.20749
2020,Idaho,11/3/2020,Convention Bounce for Donald Trump,40.43711
2020,Hawaii,11/3/2020,Convention Bounce for Donald Trump,39.42992
2020,Georgia,11/3/2020,Convention Bounce for Donald Trump,40.31394
2020,Florida,11/3/2020,Convention Bounce for Donald Trump,40.32328
2020,District of Columbia,11/3/2020,Convention Bounce for Donald Trump,39.54774
2020,Delaware,11/3/2020,Convention Bounce for Donald Trump,39.65414
2020,Connecticut,11/3/2020,Convention Bounce for Donald Trump,39.79728
2020,Colorado,11/3/2020,Convention Bounce for Donald Trump,40.24408
2020,California,11/3/2020,Convention Bounce for Donald Trump,40.53946
2020,Arkansas,11/3/2020,Convention Bounce for Donald Trump,39.19339
2020,Arizona,11/3/2020,Convention Bounce for Donald Trump,40.36838
2020,Alaska,11/3/2020,Convention Bounce for Donald Trump,40.29036
2020,Alabama,11/3/2020,Convention Bounce for Donald Trump,40.09804
2020,Wyoming,11/2/2020,Joseph R. Biden Jr.,30.81486
2020,Wisconsin,11/2/2020,Joseph R. Biden Jr.,52.12642
2020,West Virginia,11/2/2020,Joseph R. Biden Jr.,33.49125
2020,Washington,11/2/2020,Joseph R. Biden Jr.,59.34201
2020,Virginia,11/2/2020,Joseph R. Biden Jr.,53.7412
2020,Vermont,11/2/2020,Joseph R. Biden Jr.,66.37385
2020,Utah,11/2/2020,Joseph R. Biden Jr.,42.09312
2020,Texas,11/2/2020,Joseph R. Biden Jr.,47.46643
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,40.98734
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,39.04822
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,44.49876
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,62.88512
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,50.22
2020,Oregon,11/2/2020,Joseph R. Biden Jr.,58.60912
2020,Oklahoma,11/2/2020,Joseph R. Biden Jr.,36.14497
2020,Ohio,11/2/2020,Joseph R. Biden Jr.,46.76865
2020,North Dakota,11/2/2020,Joseph R. Biden Jr.,38.58266
2020,North Carolina,11/2/2020,Joseph R. Biden Jr.,48.90633
2020,New York,11/2/2020,Joseph R. Biden Jr.,62.21193
2020,New Mexico,11/2/2020,Joseph R. Biden Jr.,53.81614
2020,New Jersey,11/2/2020,Joseph R. Biden Jr.,58.35078
2020,New Hampshire,11/2/2020,Joseph R. Biden Jr.,53.90454
2020,Nevada,11/2/2020,Joseph R. Biden Jr.,49.62386
2020,Nebraska,11/2/2020,Joseph R. Biden Jr.,42.38914
2020,National,11/2/2020,Joseph R. Biden Jr.,51.84996
2020,NE-2,11/2/2020,Joseph R. Biden Jr.,49.99056
2020,NE-1,11/2/2020,Joseph R. Biden Jr.,44.54313
2020,Montana,11/2/2020,Joseph R. Biden Jr.,45.34418
2020,Missouri,11/2/2020,Joseph R. Biden Jr.,43.60328
2020,Mississippi,11/2/2020,Joseph R. Biden Jr.,39.49166
2020,Minnesota,11/2/2020,Joseph R. Biden Jr.,51.86992
2020,Michigan,11/2/2020,Joseph R. Biden Jr.,51.17806
2020,Massachusetts,11/2/2020,Joseph R. Biden Jr.,64.36328
2020,Maryland,11/2/2020,Joseph R. Biden Jr.,63.02029
2020,Maine,11/2/2020,Joseph R. Biden Jr.,53.31518
2020,ME-2,11/2/2020,Joseph R. Biden Jr.,49.0097
2020,ME-1,11/2/2020,Joseph R. Biden Jr.,57.59848
2020,Louisiana,11/2/2020,Joseph R. Biden Jr.,37.01124
2020,Kentucky,11/2/2020,Joseph R. Biden Jr.,39.73639
2020,Kansas,11/2/2020,Joseph R. Biden Jr.,40.89531
2020,Iowa,11/2/2020,Joseph R. Biden Jr.,46.30991
2020,Indiana,11/2/2020,Joseph R. Biden Jr.,42.02645
2020,Illinois,11/2/2020,Joseph R. Biden Jr.,55.00272
2020,Idaho,11/2/2020,Joseph R. Biden Jr.,38.27272
2020,Hawaii,11/2/2020,Joseph R. Biden Jr.,64.27528
2020,Georgia,11/2/2020,Joseph R. Biden Jr.,48.57144
2020,Florida,11/2/2020,Joseph R. Biden Jr.,49.09162
2020,District of Columbia,11/2/2020,Joseph R. Biden Jr.,90.74213
2020,Delaware,11/2/2020,Joseph R. Biden Jr.,58.69788
2020,Connecticut,11/2/2020,Joseph R. Biden Jr.,58.38586
2020,Colorado,11/2/2020,Joseph R. Biden Jr.,53.62617
2020,California,11/2/2020,Joseph R. Biden Jr.,61.62906
2020,Arkansas,11/2/2020,Joseph R. Biden Jr.,36.2072
2020,Arizona,11/2/2020,Joseph R. Biden Jr.,48.72237
2020,Alaska,11/2/2020,Joseph R. Biden Jr.,43.50767
2020,Alabama,11/2/2020,Joseph R. Biden Jr.,37.78223
2020,Wyoming,11/2/2020,Donald Trump,61.97429
2020,Wisconsin,11/2/2020,Donald Trump,43.66555
2020,West Virginia,11/2/2020,Donald Trump,61.89582
2020,Washington,11/2/2020,Donald Trump,36.26052
2020,Virginia,11/2/2020,Donald Trump,41.78265
2020,Vermont,11/2/2020,Donald Trump,27.34287
2020,Utah,11/2/2020,Donald Trump,51.59272
2020,Texas,11/2/2020,Donald Trump,48.57118
2020,Tennessee,11/2/2020,Donald Trump,54.92919
2020,South Dakota,11/2/2020,Donald Trump,54.1786
2020,South Carolina,11/2/2020,Donald Trump,51.55556
2020,Rhode Island,11/2/2020,Donald Trump,31.77536
2020,Pennsylvania,11/2/2020,Donald Trump,45.57216
2020,Oregon,11/2/2020,Donald Trump,37.04441
2020,Oklahoma,11/2/2020,Donald Trump,58.78825
2020,Ohio,11/2/2020,Donald Trump,47.51268
2020,North Dakota,11/2/2020,Donald Trump,55.62675
2020,North Carolina,11/2/2020,Donald Trump,47.12687
2020,New York,11/2/2020,Donald Trump,32.77427
2020,New Mexico,11/2/2020,Donald Trump,41.84091
2020,New Jersey,11/2/2020,Donald Trump,37.88028
2020,New Hampshire,11/2/2020,Donald Trump,42.7887
2020,Nevada,11/2/2020,Donald Trump,44.32982
2020,Nebraska,11/2/2020,Donald Trump,51.74755
2020,National,11/2/2020,Donald Trump,43.39262
2020,NE-2,11/2/2020,Donald Trump,46.08874
2020,NE-1,11/2/2020,Donald Trump,49.43981
2020,Montana,11/2/2020,Donald Trump,49.74744
2020,Missouri,11/2/2020,Donald Trump,51.47853
2020,Mississippi,11/2/2020,Donald Trump,55.39824
2020,Minnesota,11/2/2020,Donald Trump,42.63638
2020,Michigan,11/2/2020,Donald Trump,43.20577
2020,Massachusetts,11/2/2020,Donald Trump,28.56164
2020,Maryland,11/2/2020,Donald Trump,31.55125
2020,Maine,11/2/2020,Donald Trump,40.3441
2020,ME-2,11/2/2020,Donald Trump,46.22057
2020,ME-1,11/2/2020,Donald Trump,37.06219
2020,Louisiana,11/2/2020,Donald Trump,57.52434
2020,Kentucky,11/2/2020,Donald Trump,55.4626
2020,Kansas,11/2/2020,Donald Trump,53.79849
2020,Iowa,11/2/2020,Donald Trump,47.63221
2020,Indiana,11/2/2020,Donald Trump,52.81413
2020,Illinois,11/2/2020,Donald Trump,39.00851
2020,Idaho,11/2/2020,Donald Trump,56.15257
2020,Hawaii,11/2/2020,Donald Trump,29.20069
2020,Georgia,11/2/2020,Donald Trump,47.32513
2020,Florida,11/2/2020,Donald Trump,46.68101
2020,District of Columbia,11/2/2020,Donald Trump,5.640251
2020,Delaware,11/2/2020,Donald Trump,34.0928
2020,Connecticut,11/2/2020,Donald Trump,31.95554
2020,Colorado,11/2/2020,Donald Trump,41.00156
2020,California,11/2/2020,Donald Trump,32.28521
2020,Arkansas,11/2/2020,Donald Trump,58.39097
2020,Arizona,11/2/2020,Donald Trump,46.11074
2020,Alaska,11/2/2020,Donald Trump,50.99835
2020,Alabama,11/2/2020,Donald Trump,57.36153
2020,Wyoming,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.50453
2020,Wisconsin,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.40954
2020,West Virginia,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.02978
2020,Washington,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.86575
2020,Virginia,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.97652
2020,Vermont,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.37617
2020,Utah,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.11269
2020,Texas,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.17264
2020,Tennessee,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.18265
2020,South Dakota,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.4781
2020,South Carolina,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.9861
2020,Rhode Island,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.53327
2020,Pennsylvania,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.30695
2020,Oregon,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.69375
2020,Oklahoma,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.25494
2020,Ohio,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.27955
2020,North Dakota,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.35094
2020,North Carolina,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.24164
2020,New York,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.92811
2020,New Mexico,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.60177
2020,New Jersey,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.02703
2020,New Hampshire,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.03772
2020,Nevada,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.07674
2020,Nebraska,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.608
2020,National,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.30486
2020,NE-2,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.89592
2020,NE-1,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,38.57381
2020,Montana,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.97254
2020,Missouri,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.17624
2020,Mississippi,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.23204
2020,Minnesota,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.21312
2020,Michigan,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.29144
2020,Massachusetts,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.50556
2020,Maryland,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.13566
2020,Maine,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.14315
2020,ME-2,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.34843
2020,ME-1,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.28403
2020,Louisiana,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.18752
2020,Kentucky,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.96446
2020,Kansas,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.99232
2020,Iowa,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.25665
2020,Indiana,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.15548
2020,Illinois,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.15325
2020,Idaho,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.06134
2020,Hawaii,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.3918
2020,Georgia,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.31809
2020,Florida,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.3083
2020,District of Columbia,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.45556
2020,Delaware,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,38.60365
2020,Connecticut,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.75565
2020,Colorado,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.1057
2020,California,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.66637
2020,Arkansas,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.19312
2020,Arizona,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.21066
2020,Alaska,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.83746
2020,Alabama,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.08093
2020,Wyoming,11/2/2020,Convention Bounce for Donald Trump,39.51935
2020,Wisconsin,11/2/2020,Convention Bounce for Donald Trump,40.40381
2020,West Virginia,11/2/2020,Convention Bounce for Donald Trump,40.081
2020,Washington,11/2/2020,Convention Bounce for Donald Trump,40.0019
2020,Virginia,11/2/2020,Convention Bounce for Donald Trump,40.30394
2020,Vermont,11/2/2020,Convention Bounce for Donald Trump,39.50205
2020,Utah,11/2/2020,Convention Bounce for Donald Trump,40.34652
2020,Texas,11/2/2020,Convention Bounce for Donald Trump,40.27582
2020,Tennessee,11/2/2020,Convention Bounce for Donald Trump,40.27189
